author,title,language,token_list_length,node_count,edge_count,average_degree,median_degree,diameter,average_distance,betweenness_min,betweenness_max,betweenness_average,betweenness_standard_deviation,average_clustering,powerlaw_alpha_value,powerlaw_xmin_value,lin_reg_approximation,assortativity_coefficient,stopwords_removed,link_distance,fixed_token_count
Austen,Anna,de,25396,3104,14881,9.58827319587629,2,6,2.79007553381995,0,0.248385144080291,0.000577071416447437,0.00653717015924068,0.413847485466196,2.1460363091462,9,-1.12187733958384,-0.258536128947773,False,1,25396
Austen,Mansfield,de,25396,3615,15537,8.59585062240664,2,6,2.87726078313857,0,0.229235491330342,0.000519585049304891,0.00587812156174281,0.35469691867779,2.16479712237079,8,-1.17017556087769,-0.258320490953761,False,1,25396
Hesse,Steppenwolf,de,25396,4545,16684,7.34169416941694,2,6,2.8649105579572,0,0.28172547461296,0.000410501993827252,0.00653379923854111,0.379795563120483,2.17567688051185,7,-1.35900883794942,-0.225371230249183,False,1,25396
Hesse,Siddhartha,en,25396,2337,12918,11.0551989730424,3,5,2.67745792814814,0,0.185911882608369,0.000718397399635176,0.00715435150195686,0.47347122621326,2.20659783964956,14,-0.934902798908708,-0.31115085252833,False,1,25396
Hesse,Demian,de,25396,3500,15042,8.59542857142857,2,6,2.77656228310129,0,0.265342968094043,0.000507879440566408,0.0069228521283558,0.448905315951853,2.48597816978539,82,-1.20966958864094,-0.253738294358347,False,1,25396
Nietzsche,Jenseits,de,25396,4335,16520,7.62168396770473,2,8,2.89239632550542,0,0.343181630165837,0.000436740439765848,0.0069046398973937,0.404338415669809,2.16470540334303,7,-1.25358338815607,-0.21593108886137,False,1,25396
Hesse,Demian,en,25396,2739,13696,10.0007301935013,3,5,2.7104729429705,0,0.196522061856517,0.000624944443905919,0.00670223908394114,0.47677484887654,2.18498733586604,12,-1.05228722230257,-0.32260423079481,False,1,25396
Nietzsche,Goetzen,de,25396,4202,15923,7.57877201332699,2,9,2.8525714226152,0,0.426980102493674,0.000441088433956001,0.00738972294835779,0.40499950197703,2.15415765560418,19,-1.26349380743316,-0.192249841651981,False,1,25396
Kafka,Amerika,en,25396,2787,13621,9.77466810190169,2,6,2.78658271623637,0,0.185648310373397,0.000641501872975356,0.00627940125024435,0.423786689524267,2.16745047335524,11,-1.07643122334842,-0.316298535112392,False,1,25396
Kafka,Schloss,en,25396,2401,12879,10.7280299875052,3,6,2.7654182285159,0,0.141408527545395,0.000735897552528511,0.00618347614923557,0.435422722882566,2.14503432195911,14,-1.01733938364679,-0.336292877413598,False,1,25396
Austen,Verstand,en,25396,2378,13844,11.6433978132885,4,5,2.62988062286002,0,0.146193138732025,0.000685976693122904,0.00672262649700314,0.486255087192518,2.22798330713904,10,-0.978728167145422,-0.344740064676868,False,1,25396
Hesse,Steppenwolf,en,25396,3372,15113,8.9638196915777,2,6,2.69911283633729,0,0.281281250361252,0.00050418778526329,0.00700977491218827,0.473230599705949,2.24876509965687,6,-1.13826677890027,-0.29498961389617,False,1,25396
Nietzsche,Zarathustra,en,25396,2791,13877,9.94410605517736,2,6,2.71271226381778,0,0.241105312385109,0.000614095469278514,0.00696740781743496,0.491427701973057,2.1084339458918,6,-1.08293696772137,-0.282674990824334,False,1,25396
Nietzsche,Menschliches,de,25396,4036,16158,8.00693756194252,2,20,2.92670500808707,0,0.407428976962244,0.00047761651167255,0.00745197814229976,0.373258164859041,2.21424567003549,22,-1.22714656240865,-0.192285118864521,False,1,25396
Austen,Stolz,de,25396,3445,15630,9.07402031930334,2,7,2.83005449834718,0,0.229986122069698,0.000531529043957938,0.00620227802548674,0.372263785808722,2.24240936000982,16,-1.1350487030208,-0.257711013376186,False,1,25396
Austen,Anna,en,25396,2676,14267,10.6629297458894,3,6,2.72145956442172,0,0.196399102914053,0.00064377695004552,0.00655391506623448,0.435376471906999,2.18584853514345,12,-0.990215762530618,-0.306778947538072,False,1,25396
Kafka,Amerika,de,25396,3573,15052,8.42541281835992,2,7,2.86681215248493,0,0.320139666832594,0.000522770135111995,0.00664819017081666,0.375571969447954,2.09752592308597,10,-1.23040990306041,-0.221101343372739,False,1,25396
Austen,Verstand,de,25396,3375,15187,8.9997037037037,2,10,2.85393365386726,0,0.220917758472588,0.00054963938744953,0.00612086824696666,0.385159775172429,2.25206567791208,8,-1.17328965940959,-0.265968460659734,False,1,25396
Kafka,Prozess,en,25396,1950,11941,12.2471794871795,4,6,2.69432424254384,0,0.156569581795342,0.000869776305207312,0.00668318909149196,0.443167940914085,2.14769674169043,14,-0.922532955205189,-0.333497467380806,False,1,25396
Austen,Mansfield,en,25396,2423,13593,11.2199752373091,3,6,2.6983378733872,0,0.169849726621561,0.000701502632543245,0.00661614019828202,0.459519467407127,2.21556163301713,14,-0.945301738160693,-0.324164453627779,False,1,25396
Nietzsche,Goetzen,en,25396,3429,14688,8.56692913385827,2,11,2.81988329346813,0,0.212549291853825,0.000531042688493764,0.00645082543627174,0.415026074513198,2.24850420023341,18,-1.1887324507993,-0.295829689303041,False,1,25396
Nietzsche,Geburt,en,25396,3579,15022,8.39452360994691,2,11,2.83983397344081,0,0.289644488404618,0.000514351124808725,0.00692581612432566,0.401690241322164,2.27364964425339,15,-1.19610910118499,-0.258302933974066,False,1,25396
Hesse,Siddhartha,de,25396,3058,14329,9.37148463047744,2,6,2.75615261203474,0,0.276550257478671,0.000574657268335974,0.00734330853702775,0.434096078579801,2.31974157299205,26,-1.0413461296325,-0.24717078987287,False,1,25396
Hesse,Camenzind,en,25396,3964,16412,8.28052472250252,2,9,2.84970436680567,0,0.260215919454918,0.000466861273802541,0.00617620471060438,0.372350409538963,2.29018069781381,13,-1.20685848802813,-0.267235259547214,False,1,25396
Hesse,Camenzind,de,25396,4776,17225,7.21314907872697,2,11,2.89084260745262,0,0.326285116883093,0.00039607092740943,0.00673114269323437,0.361902243341685,2.22473500479601,9,-1.34992903870166,-0.212574118273781,False,1,25396
Kafka,Prozess,de,25396,3088,14184,9.18652849740933,2,6,2.8222514270944,0,0.298657899032193,0.000590489768987168,0.00681480045608726,0.408034595100318,2.14200205934869,10,-1.15777444535512,-0.243182001203512,False,1,25396
Nietzsche,Zarathustra,de,25396,2918,14014,9.60520904729267,2,7,2.70099647477868,0,0.274797505066554,0.000583332124409698,0.00782295314274075,0.469573930355863,2.11797165660274,6,-1.12258868416324,-0.24286627109675,False,1,25396
Nietzsche,Geburt,de,25396,4449,16142,7.25646212632052,2,7,2.83084025025428,0,0.449346632897845,0.000411702327468918,0.00764265191010797,0.384753464444655,2.20822007538573,7,-1.33294224311939,-0.187948913908455,False,1,25396
Nietzsche,Jenseits,en,25396,3621,15397,8.50428058547363,2,9,2.83792731472793,0,0.25381811671305,0.000507855019267181,0.00666439255287272,0.428506734915322,2.25424296870609,13,-1.20823958321445,-0.280488563367186,False,1,25396
Kafka,Verwandlung,de,19504,2881,12032,8.35265532801111,2,6,2.86424539126075,0,0.309174507669387,0.000647532265113147,0.00739844067593319,0.366556831723645,2.14615230768916,11,-1.16516884305367,-0.224264931493651,False,1,25396
Kafka,Verwandlung,en,22933,2040,11662,11.4333333333333,4,6,2.69764686649549,0,0.175204795916446,0.000832996499752451,0.00716030744858459,0.446110378218466,2.19923062972511,15,-0.906020895790513,-0.317249937677681,False,1,25396
Kafka,Schloss,de,25396,3207,14292,8.91300280636109,2,6,2.84737671278576,0,0.277062347557687,0.00057640459057278,0.00649297289314514,0.402779248493371,2.0993887289318,10,-1.13747529297458,-0.24794116547488,False,1,25396
Nietzsche,Menschliches,en,25396,2981,14953,10.0322039584032,3,16,2.80159218675774,0,0.242321174441684,0.000604764077461478,0.00703784300091335,0.441883934393451,2.28979442170301,20,-1.04824718829542,-0.282655068996963,False,1,25396
Austen,Stolz,en,25396,2334,13491,11.560411311054,4,6,2.67564371112877,0,0.145868932231749,0.000718543615406846,0.00658178526340067,0.471905029789395,2.20388289846463,11,-0.953336044066763,-0.342686874827191,False,1,25396
Austen,Anna,de,25396,3104,27839,17.9375,4,4,2.45786522686725,0,0.239363311144841,0.000469975895186089,0.00591584731984815,0.65211005811411,2.13116655866776,11,-0.183459609824754,-0.273179291685062,False,2,25396
Austen,Mansfield,de,25396,3615,29521,16.3325034578147,4,4,2.52279065352888,0,0.22538021589924,0.000421475409224712,0.00534149530896644,0.641049886448525,2.12131071598191,12,-0.29262472953924,-0.272098199783679,False,2,25396
Hesse,Steppenwolf,de,25396,4545,31108,13.6888888888889,4,4,2.51862304188165,0,0.27443479668917,0.000334277579106681,0.0059693986172506,0.626768376185508,2.21864813303005,10,-0.511889909348354,-0.222349008917243,False,2,25396
Hesse,Siddhartha,en,25396,2337,23886,20.4415917843389,7,4,2.38706836419482,0,0.170497190393307,0.000594033560683005,0.00621191362451179,0.653881938105763,2.43118157024823,63,-0.213616503573645,-0.299271263582526,False,2,25396
Hesse,Demian,de,25396,3500,27600,15.7714285714286,4,4,2.45280496468379,0,0.23294566862015,0.000415324461030243,0.00631761660119992,0.659017461258894,2.11137679161028,10,-0.393475237096303,-0.254745296892709,False,2,25396
Nietzsche,Jenseits,de,25396,4335,30800,14.2099192618224,4,6,2.53315758182531,0,0.333735313534877,0.000353832813714589,0.00637253954232022,0.627344779742777,2.17939875750628,11,-0.522657815018135,-0.208107990261962,False,2,25396
Hesse,Demian,en,25396,2739,25497,18.6177437020811,6,4,2.39968440066128,0,0.151308537456878,0.000511393642916069,0.00588842888483815,0.669374694660111,2.20706703373457,26,-0.220018879196588,-0.313265681087304,False,2,25396
Nietzsche,Goetzen,de,25396,4202,29733,14.151832460733,4,6,2.50049981300207,0,0.425936934544683,0.000357261860238589,0.00713202858777932,0.625144866989648,2.14704895348115,11,-0.579340747885224,-0.18901142589208,False,2,25396
Kafka,Amerika,en,25396,2787,25833,18.5382131324004,4,4,2.44405069068753,0,0.183924553013372,0.000518510122329456,0.00558330348752232,0.666387992315912,2.13198411319775,22,-0.103731443861299,-0.314471443149143,False,2,25396
Kafka,Schloss,en,25396,2401,24158,20.1232819658476,6,4,2.43659725114536,0,0.147073919028067,0.000598831701186059,0.00548005904615267,0.664889003553977,2.23012384726113,37,0.00299837083429245,-0.3336008316575,False,2,25396
Austen,Verstand,en,25396,2378,25817,21.713204373423,8,4,2.35595079421411,0,0.130959490534017,0.000570686361201223,0.00571265145716585,0.654004484734959,2.20811665938964,18,-0.0707628001604522,-0.324835704130112,False,2,25396
Hesse,Steppenwolf,en,25396,3372,27994,16.6037959667853,4,4,2.4011803629661,0,0.223764748903934,0.000415780523135341,0.00609735601652914,0.651958401575399,2.20562299430627,11,-0.264278327082949,-0.284668332235617,False,2,25396
Nietzsche,Zarathustra,en,25396,2791,25942,18.5897527767825,4,4,2.43167169434781,0,0.197933607544025,0.000513327964986665,0.00610423405106037,0.669334902595083,2.0774921577889,11,-0.248708736024938,-0.285266456825136,False,2,25396
Nietzsche,Menschliches,de,25396,4036,30437,15.0827552031715,4,11,2.52182931067726,0,0.405009819828929,0.000377250696746966,0.00709781994806503,0.62392523562077,2.14178412176488,11,-0.452918923122603,-0.193285323699804,False,2,25396
Austen,Stolz,de,25396,3445,29660,17.2191582002903,4,5,2.4905196812698,0,0.211667716680931,0.000432913064557013,0.00545229138668524,0.619789749288119,2.27620463839341,38,-0.0764852919653159,-0.270712908142827,False,2,25396
Austen,Anna,en,25396,2676,26825,20.0485799701046,7,4,2.41510470363075,0,0.146588914942168,0.000529208939278516,0.00569657728696043,0.64822553917615,2.18614658201933,24,-0.00504903062435313,-0.302252102884338,False,2,25396
Kafka,Amerika,de,25396,3573,28231,15.802406940946,4,5,2.50285408574762,0,0.318696230924549,0.000420849645966851,0.00627127249825723,0.657763746093553,2.09230824968061,10,-0.379478949933498,-0.236653273188357,False,2,25396
Austen,Verstand,de,25396,3375,28811,17.0731851851852,4,6,2.49582699949505,0,0.205039534778778,0.000443470797359932,0.00545011008817118,0.633645010268492,2.20937528855512,28,-0.182540755921378,-0.280825630562465,False,2,25396
Kafka,Prozess,en,25396,1950,22405,22.9794871794872,8,4,2.37258502058913,0,0.141419531415484,0.000704612433567313,0.00581000831796347,0.674309433409166,2.20447932753658,28,0.0976436595422887,-0.342427846815523,False,2,25396
Austen,Mansfield,en,25396,2423,25571,21.1068922822947,7,4,2.39656225962792,0,0.133757192087688,0.00057685347361748,0.00573893990990447,0.663357188962171,2.21007837922376,26,0.035560839883499,-0.315089331473342,False,2,25396
Nietzsche,Goetzen,en,25396,3429,27668,16.1376494604841,4,6,2.47053684119901,0,0.214967525288504,0.000429103251006423,0.00583559369684745,0.64535330015814,2.22791162897791,15,-0.356834057198416,-0.272950135568634,False,2,25396
Nietzsche,Geburt,en,25396,3579,28228,15.774238614138,4,7,2.45784060207118,0,0.275421861263922,0.000407559575641928,0.00632932490822315,0.636139097190255,2.2751337726069,22,-0.272589571108778,-0.247198791538756,False,2,25396
Hesse,Siddhartha,de,25396,3058,26084,17.0595160235448,4,5,2.4474410657931,0,0.269325824189384,0.000473639092209783,0.00672736873632358,0.645484094424084,2.38058092450723,49,-0.414336468021995,-0.243684585245743,False,2,25396
Hesse,Camenzind,en,25396,3964,30940,15.6104944500505,4,5,2.49544309076923,0,0.212180001846765,0.000377446514580826,0.00545511958027852,0.609202585902569,2.28349671441027,22,-0.217804674582527,-0.260312657752835,False,2,25396
Hesse,Camenzind,de,25396,4776,32172,13.4723618090452,4,7,2.51073736921957,0,0.283230849645198,0.000316451061839039,0.00612380811123825,0.616284601688764,2.23208371716753,14,-0.459437670104396,-0.211891765090979,False,2,25396
Kafka,Prozess,de,25396,3088,26542,17.190414507772,4,4,2.47234579743568,0,0.284791603491395,0.000477104924638911,0.00622198416010638,0.657812111916182,2.14379223398552,21,-0.241065363703045,-0.264804591513667,False,2,25396
Nietzsche,Zarathustra,de,25396,2918,25893,17.7470870459219,4,4,2.40775435906316,0,0.256404662009064,0.000482768984589563,0.00699355575963029,0.665515517615044,2.0876647239674,14,-0.362541405277909,-0.247529465530772,False,2,25396
Nietzsche,Geburt,de,25396,4449,30364,13.6498089458305,4,5,2.45509277001864,0,0.447853048098355,0.000327207728810129,0.00734061942276096,0.624947745776125,2.20333935621271,12,-0.605055209383335,-0.185001526884297,False,2,25396
Nietzsche,Jenseits,en,25396,3621,28866,15.943661971831,4,6,2.49232652986492,0,0.203044184941204,0.000412358809025953,0.00585873483083159,0.638010433845197,2.23817227367003,24,-0.248330605726894,-0.267636788648232,False,2,25396
Kafka,Verwandlung,de,19504,2881,22569,15.6674765706352,4,4,2.47666970380655,0,0.329895327614606,0.000512910630012695,0.0072438112268781,0.642578316484075,2.14812042044183,22,-0.337249277831211,-0.232518176505372,False,2,25396
Kafka,Verwandlung,en,22933,2040,22081,21.6480392156863,7,4,2.37725432497668,0,0.165874182957051,0.000675787205582277,0.00621564158285972,0.662809943407756,2.26923019601101,37,0.0383977520425191,-0.322325719206967,False,2,25396
Kafka,Schloss,de,25396,3207,26765,16.6916120985345,4,4,2.50127576898709,0,0.270601934124531,0.000468416776595037,0.00597895465092011,0.655045245736993,2.10176818062143,15,-0.318124504951203,-0.264451777049788,False,2,25396
Nietzsche,Menschliches,en,25396,2981,27765,18.6279771888628,6,10,2.44111768268384,0,0.238839848937338,0.000483758873005654,0.00636875653660306,0.636002384909249,2.32481634603264,36,-0.135558073402966,-0.263682770913416,False,2,25396
Austen,Stolz,en,25396,2334,25401,21.7660668380463,8,4,2.37694330919841,0,0.126094772109162,0.000590455964493316,0.00564078256958227,0.652311714270103,2.24036614644048,25,0.20601942813329,-0.33158397466208,False,2,25396
Austen,Anna,de,13062,3089,11461,7.42052444156685,2,9,3.47301137078418,0,0.169074009106151,0.000801105076379715,0.0047429470005796,0.0883663209788301,2.37216885087374,8,-1.09786739033297,-0.0841107879560455,True,1,13062
Austen,Mansfield,de,13062,3518,11317,6.43376918703809,2,9,3.62819331362667,0,0.205748305980863,0.000747495254160033,0.00504782209023563,0.0732602881322316,2.88804924866965,37,-1.20161955275369,-0.0814363329986494,True,1,13062
Hesse,Steppenwolf,de,13062,4554,12301,5.40228370663153,2,11,4.06241417025515,0,0.155796262960662,0.000672762339686985,0.00377495181085281,0.0450092721166766,2.89698631352629,24,-1.32243060592441,-0.0145976691381692,True,1,13062
Hesse,Siddhartha,en,13062,2298,10359,9.01566579634465,4,8,3.29631035751404,0,0.152791729020764,0.00100013517313329,0.00521775787323453,0.130476405406663,3.46683761289038,53,-0.885813689284318,-0.0781119842732796,True,1,13062
Hesse,Demian,de,13062,3685,11892,6.45427408412483,2,10,3.72857079718376,0,0.0735692390226097,0.000740855497470475,0.00374164570085063,0.0696411446179222,2.35239394771495,6,-1.16859524700177,-0.0514755446917123,True,1,13062
Nietzsche,Jenseits,de,13062,4195,11778,5.61525625744934,2,11,3.83050091992477,0,0.200936020617445,0.00067505388025871,0.00553012328108485,0.088401689214347,2.48562813282065,8,-1.30076374743719,-0.0840447576824332,True,1,13062
Hesse,Demian,en,13062,2818,11316,8.03122782114975,3,7,3.4626888910556,0,0.121260488622726,0.000874534407335084,0.00425200220348254,0.0893511402998305,2.63181850869011,20,-0.983811273663532,-0.0560301385841933,True,1,13062
Nietzsche,Goetzen,de,13062,4076,11724,5.75269872423945,2,13,3.79116853404938,0,0.166479594829317,0.000685117460493221,0.00521570088890194,0.0850512079185229,2.81390629927147,25,-1.2919156081592,-0.0884840800348944,True,1,13062
Kafka,Amerika,en,13062,2743,10303,7.51221290557784,2,8,3.31652534812438,0,0.32152426446014,0.000845138762540818,0.00724837927686236,0.138405929002394,2.64330269318801,24,-1.09232506568971,-0.100882098858641,True,1,13062
Kafka,Schloss,en,13062,2354,9714,8.25318606627018,3,7,3.20007142132407,0,0.329583700461651,0.000935404515869076,0.00808534487609255,0.156485068424581,2.98268215771115,34,-0.948368368512713,-0.106964455657599,True,1,13062
Austen,Verstand,en,13062,2380,10903,9.16218487394958,4,7,3.26027389518229,0,0.27343044583094,0.000950493648100204,0.00640554128451145,0.102866259740208,3.1663405853139,38,-0.812504576933612,-0.0776595290217583,True,1,13062
Hesse,Steppenwolf,en,13062,3549,12106,6.82220343758805,2,8,3.74652100421765,0,0.0861995112868346,0.000774322245339061,0.00346030054892705,0.0543471347206987,2.45183634466141,10,-1.14410097775481,-0.00226804904919316,True,1,13062
Nietzsche,Zarathustra,en,13062,2725,10429,7.6543119266055,2,9,3.34685823599941,0,0.154136443035447,0.000861864941608302,0.00510746475442447,0.14517294425856,2.31307936284578,12,-1.11033502996489,-0.109914024086753,True,1,13062
Nietzsche,Menschliches,de,13062,4027,12132,6.02532902905389,2,20,3.91960760149665,0,0.23603684395047,0.000725368348197926,0.00489080724404917,0.0535297389204459,2.43995552416253,8,-1.19604664198971,-0.0524032365739342,True,1,13062
Austen,Stolz,de,13062,3280,11119,6.77987804878049,2,9,3.56204152068968,0,0.176934450919046,0.000781586797037731,0.00546670587123952,0.0773972269185353,2.91093098180722,22,-1.11310175242024,-0.088591082632343,True,1,13062
Austen,Anna,en,13062,2672,11242,8.41467065868264,3,9,3.4434329581197,0,0.0825003242800905,0.000915143430007379,0.00409380015756787,0.0802816617467011,2.63767326481344,22,-0.969261485866551,-0.0544262848155408,True,1,13062
Kafka,Amerika,de,13062,3495,10977,6.28154506437768,2,11,3.50798712364462,0,0.177210804619955,0.000718003757127003,0.00545740732603226,0.114620562565655,2.49388541961955,18,-1.2926234762726,-0.124338406676686,True,1,13062
Austen,Verstand,de,13062,3314,11266,6.7990343995172,2,19,3.70885218177291,0,0.176465615884338,0.000817890151501481,0.00507544132215949,0.0789692261432295,2.89675927643837,24,-1.13808103543449,-0.079768463898039,True,1,13062
Kafka,Prozess,en,13062,1971,9875,10.0202942668696,4,7,3.14785197547175,0,0.12385645180252,0.00109083391339347,0.00572227692413402,0.152188901709363,2.72283953387918,27,-0.830485750800418,-0.115762882415755,True,1,13062
Austen,Mansfield,en,13062,2383,10797,9.06168694922367,4,8,3.34081777832273,0,0.093189470398322,0.00098312380441946,0.00444418783865363,0.0958049916015392,2.57454867854266,20,-0.874956517823635,-0.067749074466416,True,1,13062
